name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
unclassfied_f:Moraxellaceae,40.91327378153029,100,134,31.913198138107923,0.6528497409326425,0.7800206433862713
Halococcus,33.130557881845505,79,87,31.86757970071416,0.9668287103231341,0.9618787529737488
Erysipelotrichaceae_incertae_sedis,39.48882549681796,123,132,31.861484300629606,0.6460674157303371,0.8068481120867226
Psychroserpens,37.54337805259643,97,201,31.848517298147765,0.8492462311557789,0.8483125107583435
Roseimicrobium,36.33345780281518,105,366,31.840009437247147,0.9421052631578948,0.8763275328774275
Filomicrobium,33.95570656347398,113,368,31.836492912170115,0.8951965065502183,0.9375888807572776
Anaeroplasma,36.049915278581864,136,293,31.822989482118295,0.2857142857142857,0.8827479686484898
Hydrogenophilus,35.196108676795625,115,128,31.808354413273577,0.7544956997654417,0.9037463404084909
Kingella,36.113048137704844,115,222,31.70810985110192,0.8831168831168831,0.8780236365037316
Winogradskyella,38.64476185389956,71,94,31.695238585842986,0.6598192276088742,0.8201690750655949
Mycobacterium,63.52417412289149,165,356,31.69010616017384,0.4102844638949672,0.4988668738749338
Pseudobacteriovorax,37.24755787735426,151,310,31.67208001039435,0.8,0.8503129282913421
Segetibacter,47.481701904474356,124,232,31.615216568190164,0.4643510054844607,0.6658400036248692
Collimonas,36.13937600378912,121,443,31.607528631233755,0.8632619439868204,0.8746008405878339
Anaerotruncus,36.53646465950922,147,318,31.588929907950707,0.8636363636363636,0.8645863851999475
Kinneretia,35.065557733753145,97,163,31.569712263124636,0.4770666666666667,0.9003054365434061
Oscillibacter,39.62113284118078,97,191,31.555759971043813,0.9150374566051526,0.7964376005485105
Halioglobus,36.660567868231965,136,303,31.425819100890745,1.0,0.8572103742048861
Desulfoglaeba,39.98774015361347,169,437,31.366233159157947,0.5555555555555556,0.7843962434152096
Pseudoduganella,31.870890664617633,83,336,31.334907977872643,0.9550561797752809,0.9831826887931931
Edaphobacter,39.18395203871123,118,282,31.322625157706685,0.7331606217616581,0.7993738132070481
Altererythrobacter,48.764913485979136,139,196,31.264351631063796,0.44194107452339687,0.6411239023330352
unclassfied_f:Promicromonosporaceae,32.93574306637498,101,232,31.202216546346204,0.9730538922155688,0.9473664062615735
Lachnoanaerobaculum,33.76208278897631,72,122,31.082829256280014,0.753306497987349,0.920643120584637
Vallitalea,36.94303991365237,125,275,31.054035878665072,0.7676767676767676,0.840592326761637
Lutibacter,36.17237739282912,121,264,30.96018207698589,0.831989247311828,0.8559067528451557
Methylocella,38.97162478836796,135,239,30.94339268363063,0.5535307517084282,0.7939980139823795
Moraxella,38.97012911425368,117,182,30.917521736921536,0.23822122150295524,0.7933646215612145
Methanolinea,36.79616679235038,140,433,30.893906195474223,0.8489208633093526,0.8395957755549911
Treponema,37.56872314312288,97,186,30.803675274198856,0.884868822452715,0.8199287252017667
Nitrospina,35.63376079152441,112,250,30.759530214950026,0.9365079365079365,0.8632131307977536
Pelotomaculum,36.61905238014549,109,256,30.71411130082343,0.5363636363636364,0.8387467535199337
Salinispira,35.57032277895411,148,447,30.68720261260481,1.0,0.8627192618775309
Cellulomonas,47.49824258958796,117,171,30.596800827534864,0.2668776371308017,0.6441670082808907
Stackebrandtia,32.5199395066924,78,83,30.59532183101908,0.9838709677419355,0.9408173045562632
Actinosynnema,39.26480167491225,142,486,30.55152496704629,0.9311594202898551,0.7780893742949122
Lentisphaera,34.656970191184385,116,292,30.548809341317494,0.8596491228070176,0.8814622043645386
GpX,40.938325784115236,151,331,30.46951820788926,0.9615384615384616,0.7442785610864416
Desulfitobacterium,41.911019983904964,124,286,30.41254416659756,0.8260869565217391,0.7256455266008045
Fluviimonas,36.464160780447564,124,222,30.386283317269566,0.792147806004619,0.8333191458930541
GpIX,42.85197679708213,162,436,30.322056796069646,0.8857758620689655,0.7075999536650157
Fretibacter,35.3910378044417,80,121,30.3041821392937,0.6198092031425365,0.8562671235227359
Ruegeria,42.227714312671154,113,208,30.19450118464707,0.8134529147982063,0.7150399133866142
GpI,47.945682870986076,173,503,30.165632125211193,0.4871778308894774,0.6291626340244634
Sediminicola,35.534010539999386,119,398,30.10840523957882,0.8363636363636363,0.8473123292876509
Lactococcus,37.51090603309393,95,122,30.084176759696547,0.19656437326652948,0.8020114665626801
GpXI,31.311399414955574,112,283,30.07308413328277,0.8530805687203792,0.9604516149130871
Roseomonas,62.96919805672613,107,132,30.02990078586321,0.3139254589282403,0.4768982568082035
Janibacter,33.40003616279349,92,106,29.932766196420182,0.8184818481848185,0.8961896343622606
Sphingosinicella,49.9725541416428,155,303,29.852910728467176,0.6276041666666666,0.5973861300715535
Canibacter,33.455903686533745,104,121,29.763012744863456,0.43333333333333335,0.8896191543271119
Phycisphaera,33.244875591929606,81,121,29.742296703161713,0.6741154562383612,0.8946430441863898
Kallotenue,37.59433794109902,122,220,29.673738460917978,0.528344671201814,0.7893140320068769
Octadecabacter,35.06887773526187,116,209,29.651902731438057,0.4826325411334552,0.8455332661422174
Polaribacter,30.997108586052708,80,89,29.638495647844543,0.7266491829735727,0.9561696880715036
Orbus,32.93134573718672,119,146,29.624508131855027,0.01721938775510204,0.8995838909310789
Aquimarina,33.77921334803659,74,118,29.600321040802992,0.78008658008658,0.8762880513475162
Phycicoccus,32.90924674323897,92,107,29.559373132990846,0.3333333333333333,0.8982087424733799
Filifactor,37.584615868389974,102,195,29.42991545791052,0.8791946308724832,0.7830308964967272
Stomatobaculum,31.47096955324493,79,171,29.23679544477737,0.9678557428459428,0.9290084118734373
Vagococcus,32.21795532036966,70,119,29.230039614588485,0.7099966454209997,0.9072593007200528
unclassfied_f:Planococcaceae,44.027362825760534,162,296,29.168601201167526,0.12026458208057728,0.6625107507938426
Haloarcula,30.580334871547016,99,149,29.126972708477044,0.34686971235194586,0.9524739618066698
unclassfied_f:Lactobacillaceae,31.960025322528033,123,399,29.05946544245937,0.7878787878787878,0.9092441307290169
Rhizocola,30.759001181784683,87,343,29.051225229329443,0.978494623655914,0.9444788228862718
Parablastomonas,32.436464262521746,114,425,29.03945055187093,0.9550561797752809,0.8952717631873384
Dermacoccus,36.64201341901987,149,249,29.038309064627477,0.8534031413612565,0.7924867209822724
Salisaeta,34.503049415176996,129,209,28.95987883141249,0.6601941747572816,0.8393425891994866
Ethanoligenens,31.666602178564187,82,161,28.94995939375001,0.864516129032258,0.9142111057733523
unclassfied_o:Sphingomonadales,46.67208695142768,170,630,28.892351608097506,0.7580419580419581,0.6190499181698517
Actinotignum,33.31434209455516,123,219,28.806088652877353,0.06445993031358885,0.8646752972373833
Asanoa,35.42583999154665,117,385,28.770566175284095,0.943089430894309,0.812135045552889
Anaerobacter,30.669821392989377,104,382,28.766261956613505,0.9547169811320755,0.9379337945277049
Acidothermus,31.550565499153848,101,367,28.730457775065048,0.8918918918918919,0.9106162542739707
Anaeroarcus,32.68123170798345,102,263,28.71761165620204,0.975609756097561,0.8787187677870425
Vitellibacter,30.72399909772094,118,249,28.677748709744293,0.8043478260869565,0.9333989569043948
Salimicrobium,34.15042021918314,134,523,28.496291810512293,1.0,0.8344345875575849
Vasilyevaea,36.53167828230362,143,302,28.49305033136615,0.6666666666666666,0.7799545947816068
Silvimonas,32.191155706444775,122,334,28.46682085450752,1.0,0.8843056494802506
Exiguobacterium,36.16296256322888,152,254,28.43850498385236,0.2791533956642351,0.7863986512202714
Catelliglobosispora,30.72722361037661,99,358,28.409564958968744,1.0,0.9245731185870893
Diaphorobacter,29.315684749576874,63,54,28.327041490938058,0.3440064794816415,0.9662759622678407
"unclassfied_o:""Chloroflexales""",34.52487000647936,126,325,28.25018334965091,0.6829268292682927,0.8182560381646371
Muriicola,30.515434008587434,100,257,28.17690449918942,1.0,0.9233656808308897
Woesearchaeota_Incertae_Sedis_AR20,34.677622906361705,120,453,28.151946792566427,1.0,0.8118188166640994
Brevibacillus,38.657013841224995,129,198,28.14771107095217,0.6220238095238095,0.7281398192463229
Pseudoflavonifractor,33.00222229382696,120,223,27.998750458672582,0.9583333333333334,0.8483898511255628
Rheinheimera,36.50019263333345,114,216,27.981484371803557,0.3726534753932014,0.7666119642954908
Galbibacter,35.33805158271512,136,307,27.980452997503207,0.8823529411764706,0.7917938806560935
Actinopolyspora,32.8685038211543,107,138,27.96465917357311,0.9466666666666667,0.8508041414277867
Methanolobus,29.963632130414,106,270,27.952979830203887,1.0,0.9328969101122678
Leifsonia,31.88835825803533,134,223,27.91305947244524,0.5,0.8753369880812732
Anaeroglobus,29.097112659088367,69,143,27.83282052197606,0.4594594594594595,0.9565492235629981
Gp14,29.450065815214387,94,211,27.772721938404523,0.9,0.9430444778176583
Rugosimonospora,30.759475327378556,92,287,27.743677205173597,0.9333333333333333,0.9019554758295685
Dehalogenimonas,29.851674123502175,119,329,27.665143162430105,0.9258343634116193,0.9267534895354289
Dictyoglomus,29.712212989746376,82,335,27.617662970027215,0.8571428571428571,0.9295054185145352
unclassfied_o:Methanomicrobiales,31.88332554390327,124,350,27.61587179730828,0.8790786948176583,0.8661540578407132
Haemophilus,30.36585086863664,58,91,27.605730458432873,0.5961324977618622,0.9091044600678535
Aquabacterium,28.84489407999252,54,44,27.58145915763442,0.4712892741061755,0.9561990098194034
Parasporobacterium,36.065733146332654,131,239,27.514680209822764,0.6129032258064516,0.762903670866333
unclassfied_f:Aerococcaceae,35.57522469721455,111,149,27.438797588290768,0.397196261682243,0.7712895089722134
Negativicoccus,38.091321700227695,120,231,27.438072004140757,0.5433255269320844,0.7203234432260917
Tepidimicrobium,33.31944605983641,134,365,27.42911121363931,0.5833333333333334,0.8232163033077141
Saccharicrinis,34.11424175708292,108,203,27.42105300074816,0.8904109589041096,0.803800746796751
Yaniella,30.560943611869607,98,111,27.383377350794472,0.48360655737704916,0.8960252568955038
Parabacteroides,39.389222007449035,108,211,27.339214448573593,0.7363478260869565,0.6940785589368426
Nesterenkonia,35.54320208392711,123,227,27.33268695534901,0.7625,0.768999002701252
Sediminibacterium,35.498861788526455,104,193,27.312925553221433,0.5882627464706569,0.7694028534190697
Thioprofundum,28.921200409347502,99,170,27.290396116401073,0.9032258064516129,0.9436121506070217
Thermogutta,31.47710350910241,97,184,27.27464930904471,0.6635338345864662,0.8664917120203753
Luteibacter,39.436015702363605,128,274,27.236496777513324,0.6579925650557621,0.6906503177977206
Rothia,33.29635575239263,61,100,27.219393390093998,0.4497531372145649,0.8174886643003882
Alkalilimnicola,31.659414990731054,113,272,27.217488490661083,0.825,0.8596965072989998
Streptomonospora,28.54969428250751,68,73,27.165787869918432,1.0,0.9515264016877056
Moorella,28.387289273928317,120,322,27.16383175408257,1.0,0.9569012205413566
Symbiobacterium,37.511518818902886,132,271,27.1565389344968,0.6511627906976745,0.7239519963348436
Barnesiella,33.44457333681992,117,226,27.025478607222137,0.8628691983122363,0.8080676746881728
Gordonibacter,28.90713735117003,101,192,27.00992862829176,0.9230769230769231,0.9343688480865271
Branchiibius,31.552669846444488,100,116,26.996322196016376,0.6550151975683891,0.8555954956394429
Persicobacter,32.60095095549896,106,305,26.985991482452626,0.7964601769911505,0.827767003462234
Methylorosula,38.124344780021694,154,344,26.961409274146163,0.7662337662337663,0.7071966595023229
Muricauda,35.11748721422969,141,313,26.896025970255522,0.47368421052631576,0.7658869726691945
Varibaculum,38.33634653444913,138,241,26.786109335929908,0.6828193832599119,0.6987131471137932
unclassfied_c:Ktedonobacteria,31.70178698353364,108,327,26.76125354135026,0.8738738738738738,0.8441559952204094
Ammoniphilus,31.079607680440688,108,377,26.760764217330014,0.8846153846153846,0.8610393185294726
Gemmiger,47.35608747151065,91,188,26.73456564379662,0.6765056648777579,0.5645433791353667
Gaetbulicola,29.13147889714216,146,390,26.713133989539017,0.7333333333333333,0.9169851652179463
Sandarakinorhabdus,45.84858057553766,154,369,26.686045978520333,0.7923076923076923,0.5820473751538248
Rudanella,30.419109660579608,114,291,26.658014957540708,0.7784431137724551,0.8763575020766325
Haloterrigena,30.320105910055418,106,263,26.618447984318845,0.9516129032258065,0.8779140832582334
Candidatus_Hydrogenedens,32.97458091658155,143,547,26.607711948766685,0.9752475247524752,0.8069158487890522
unclassfied_o:Ktedonobacterales,29.171044476156176,97,232,26.515816408734793,0.9294117647058824,0.9089772712940837
Maritimimonas,28.83121359073881,104,220,26.50803862035777,1.0,0.9194215337807601
Desulforegula,28.519767540855018,121,354,26.499808100246234,1.0,0.9291733553678108
Actibacter,29.2752592966583,109,273,26.470448851859345,0.9824902723735408,0.9041917813134752
Asteroleplasma,32.41252451327617,78,169,26.458148673560892,0.956140350877193,0.8162939811344727
unclassfied_f:Gallionellaceae,31.17038416604685,101,356,26.451896006342373,1.0,0.8486227139656426
Desulfobacter,34.0336841210239,128,343,26.440406258278728,0.9090909090909091,0.7768893359959664
Arenibacter,34.36281453871372,122,260,26.387771000167636,0.7,0.7679164630254234
Amphiplicatus,30.051415009811297,109,235,26.37781478480599,0.975609756097561,0.8777561647660872
Geobacter,39.128999479825616,93,329,26.345880670094186,0.7486183218891308,0.6733083140466642
unclassfied_c:Thermotogae,29.482324647495112,121,450,26.313308209790577,1.0,0.8925113105701526
Succinivibrio,28.870229644997167,86,185,26.271348647210072,0.9472868217054263,0.909980591434698
Ruminobacter,29.265678805931785,113,215,26.23184451374465,0.9,0.8963347369351906
Porphyromonas,32.246604555236715,65,120,26.224214304929625,0.6258167049267173,0.8132395539508336
Tropicibacter,31.149992693638367,95,152,26.216167018302432,0.702922077922078,0.841610695583131
Catenulispora,36.069665925272275,125,431,26.180410008245243,0.9459459459459459,0.7258290127356543
Sunxiuqinia,33.47300585198096,111,317,26.15798862684568,0.9822064056939501,0.7814651824971264
Chitinophaga,33.35718001625878,126,229,26.10673774855282,0.50960219478738,0.7826422298236245
Constrictibacter,34.62303404655231,104,156,26.049150433554946,0.625,0.7523647522782269
Acidaminobacter,27.691296543553563,96,240,26.010058846420197,0.9107142857142857,0.9392864218369453
Desulfosalsimonas,27.127635665185064,76,126,25.97158579348453,0.7947103274559194,0.9573847906994645
Actinobaculum,27.533632230087825,88,173,25.947624140604834,0.4897959183673469,0.9423974259469532
Desulforhabdus,32.2990124852991,127,385,25.924107033556997,0.9431818181818182,0.802628471856728
Blastocatella,35.403958480065896,120,284,25.907333816209867,0.5833851897946484,0.7317637611284885
Ornithinibacter,30.692857139364843,116,151,25.77260709473378,0.44881889763779526,0.8396939710666218
Capnocytophaga,35.210941995460864,116,216,25.723468308853796,0.6589622641509434,0.73055325563769
Candidimonas,29.552534058523698,112,204,25.70217175326827,1.0,0.8697112640956458
Parasutterella,30.196178973796957,79,172,25.655605809468753,0.8641975308641975,0.8496308699101189
Haloplasma,28.002315294616814,115,225,25.619642182502634,1.0,0.9149115675955471
Dysgonomonas,28.489503470777173,88,177,25.616184636983213,0.5120967741935484,0.8991446503537263
Albidovulum,28.096207223504607,81,227,25.597499400679308,0.9523809523809523,0.9110660096237139
Proteiniclasticum,28.09452631354636,100,235,25.556257357424496,0.9456018518518519,0.909652544848283
Tahibacter,30.189322122864255,135,297,25.51531680586469,0.7309644670050761,0.8451768708824485
Methylocapsa,27.7495997476553,98,381,25.461628396935197,0.8,0.9175493927290456
Nitrococcus,26.629769608458147,72,79,25.447455293990853,1.0,0.9556017820713039
Edwardsiella,27.3579004188097,104,126,25.399180515368915,0.2897727272727273,0.9284038660330058
Candidatus_Kuenenia,29.538720544984905,124,474,25.369745722259594,1.0,0.8588640690656753
Flexibacter,33.83537496090915,154,421,25.33697706802213,0.8145161290322581,0.748830982286869
Cloacibacterium,25.93115580288304,62,52,25.315980015775462,0.2545062198527545,0.9762765766484198
Rhizomicrobium,36.01647750344154,106,422,25.24125534502404,0.5681967213114754,0.7008252082012218
Marinimicrobia_genera_incertae_sedis,29.978067883273713,86,119,25.23743509430686,0.9091841970241149,0.8418632979475007
unclassfied_f:Hyphomonadaceae,32.08303960633918,91,126,25.21748134165596,0.688,0.786006614431674
Pseudosphingobacterium,27.840570558927006,100,230,25.194544041511236,0.899009900990099,0.9049578918716762
Chromobacterium,27.32046529620366,96,210,25.18218731027563,0.6276595744680851,0.9217334711270397
Alkalibacter,29.010442938181942,107,206,25.178777189939186,0.896551724137931,0.8679211566535674
Marivita,28.052781709980753,86,231,25.14888600162766,0.6666666666666666,0.8964845718911386
unclassfied_f:Cystobacteraceae,34.67359871553633,88,348,25.091458096641357,0.9052287581699346,0.7236473578209387
unclassfied_f:Dermabacteraceae,26.528488474919413,84,96,25.075282123514107,0.3125,0.9452209140080032
Candidatus_Scalindua,26.138958455660344,82,232,25.056991738768367,0.9943052391799544,0.9586071220577774
unclassfied_o:Deinococcales,35.243954483332736,103,279,25.0266666880186,0.6890681003584229,0.7100981446294284
Cnuella,36.87403839501079,119,260,24.94383878833087,0.3893129770992366,0.6764607261380373
Odoribacter,28.604460243599657,74,165,24.941196299985258,0.8773885350318471,0.8719338203756505
unclassfied_c:Mollicutes,30.489074054929034,81,152,24.87781429261535,0.5784313725490197,0.8159583412666304
Emticicia,27.40551219854541,100,157,24.85900331908453,0.5584545910687406,0.9070804128376757
Methanococcus,26.750350411138218,114,324,24.80148510657114,1.0,0.9271461766065084
Bacteroides,36.66981933219831,112,225,24.755998271991682,0.7690555674324524,0.67510554245503
Desulfotignum,27.911064032315608,98,230,24.66610172200772,0.9508196721311475,0.8837392115703346
Kushneria,26.093500189508152,107,153,24.636213483417063,0.9158878504672897,0.9441513520414159
Pyramidobacter,25.637382561670435,74,167,24.62494511246925,0.9734299516908212,0.9605093286428215
Elstera,32.08639570571082,124,342,24.55223362689948,0.7445255474452555,0.7651913867823306
Methanococcoides,26.939617436887847,97,272,24.504547925345868,1.0,0.9096100931185575
Taonella,33.6690246086942,109,489,24.50078105129562,0.7647058823529411,0.7276950056037231
Leptotrichia,25.988342238299474,61,114,24.446760934081464,0.7020008084074374,0.9406818145581385
Acidocella,34.60460245588727,117,476,24.441286578049226,0.6096774193548387,0.7063016143360156
Alkalibacterium,31.718600985858128,153,315,24.419785168257,0.715311004784689,0.7698884695180808
Flindersiella,29.041487049794824,89,165,24.418570876536435,0.9594594594594594,0.8408168230045558
Elioraea,32.78799548951944,115,399,24.412503188984928,0.8588235294117647,0.7445561347837898
Terrabacter,27.531160385997158,83,318,24.409558188207892,0.9588477366255144,0.8866156691536704
Marinifilum,28.85552594553444,99,230,24.394108604981756,0.9429824561403509,0.8453877656233428
Enterovibrio,26.90386577657542,108,253,24.351298478686754,0.9523809523809523,0.9051226571271729
Tardiphaga,35.84710294038718,106,334,24.293295761941774,0.701123595505618,0.6776920244389318
Shimazuella,30.372283204340356,74,74,24.280603789310383,0.6052631578947368,0.7994329443708256
Inquilinus,32.554383040736525,114,207,24.212467598785054,0.5492957746478874,0.7437544606048003
Thiomicrospira,28.21056324383353,110,263,24.150495177845638,0.7850821744627055,0.8560798651591839
Methylocaldum,26.951199465858437,129,238,24.107672928248107,0.4598337950138504,0.8944935070065254
Aggregatibacter,30.56093832360537,100,182,24.05474631012387,0.22682926829268293,0.7871075833932725
Wohlfahrtiimonas,25.27895630829621,90,101,24.040762752076173,0.10526315789473684,0.9510188023144897
Pseudobutyrivibrio,31.449928583267376,92,184,24.009803884214016,0.9101123595505618,0.763429520059012
Anaerofustis,36.17353054201876,136,291,23.879785228927286,0.7419354838709677,0.6601452739369412
Halomicroarcula,24.60079093888196,96,148,23.874936216374614,0.7571428571428571,0.9704946591225194
Geopsychrobacter,28.717626761771875,98,287,23.85443304613817,0.9710144927536232,0.8306547488768307
Dolosicoccus,28.055290533488858,75,111,23.84804224165679,0.7978723404255319,0.850037258148869
Diplorickettsia,29.70355688227032,107,160,23.759831922530676,0.5071090047393365,0.799898544699629
Allocatelliglobosispora,26.717426042193345,81,335,23.729942140631678,1.0,0.8881821962623309
Pelagibacterium,28.797121529116332,116,206,23.62550389353789,0.76,0.8204119939435788
Cryptosporangium,25.258564611116807,80,323,23.5941160123166,0.9907223326706428,0.9341035951794486
Pseudodonghicola,24.95665229462117,85,129,23.5934559549534,0.7733333333333333,0.9453774359006646
Streptosporangium,27.75691522023418,86,168,23.530748693250075,0.4473684210526316,0.8477436525834354
unclassfied_f:Campylobacteraceae,26.45999599685678,120,312,23.525121154858063,1.0,0.8890825666660208
Carboxylicivirga,28.30594869418584,98,228,23.50691688547575,0.9421487603305785,0.8304585421051147
Catenuloplanes,27.828336450863333,76,322,23.406033933332488,0.9523809523809523,0.8410863500468548
Beutenbergia,29.391405951683307,121,269,23.40010754592909,1.0,0.7961547530048972
Gryllotalpicola,25.061515821523294,77,101,23.392787068717332,0.8709677419354839,0.9334146918849646
Arhodomonas,26.141372787832815,64,71,23.36203991753611,1.0,0.8936806841456194
Ferruginibacter,34.06093443405379,123,276,23.32941722238366,0.5725134737873592,0.6849318026653766
Marinoscillum,31.630086253193884,113,278,23.2853426240103,0.7358490566037735,0.7361770194875469
Paralcaligenes,38.830991910237785,98,112,23.25748801395418,0.34062927496580025,0.5989413834113866
Tsukamurella,23.696817121005374,79,92,23.045210757842298,0.9333333333333333,0.9725023677299903
Enhydrobacter,26.889407921072348,82,102,23.038794877095548,0.6358198924731183,0.8567981468658817
Salinibacterium,27.103245393847565,97,257,23.030483645429822,0.6349206349206349,0.8497315841983167
Aeromicrobium,43.658405220385355,104,116,22.903996997407,0.3160146699266504,0.5246182695357015
Desulfatitalea,25.441803692618564,95,200,22.88873392089295,0.8130841121495327,0.8996505985750398
Marichromatium,26.31732293760195,96,253,22.885062364982872,1.0,0.8695816979273718
Wenxinia,25.986135704806266,99,277,22.851200736929172,1.0,0.8793612484946243
Craurococcus,25.36313823141893,71,173,22.822843064543406,1.0,0.8998430263756281
Anaerolinea,23.9923345458637,67,297,22.7944376331355,0.9893617021276596,0.9500716818349503
Rhodoferax,41.468453081837325,95,218,22.781644355628323,0.35903271692745375,0.5493729006642499
Methylophilus,24.255585724497877,95,188,22.692235086297035,0.5601608413238478,0.935546778545864
unclassfied_f:Oceanospirillaceae,28.83997479917597,90,190,22.677168391574458,0.7808845958312151,0.7863102707087803
unclassfied_f:Chlorobiaceae,25.875359287027656,110,289,22.536632606998207,0.4755600814663951,0.8709688764900249
Anaerosalibacter,25.122999959357347,73,74,22.525299015925064,0.7857142857142857,0.8966006867159693
Pseudoramibacter,23.7595992719207,80,167,22.499640975091587,0.918656056587091,0.9469705577771196
Haloplanus,25.4303527689337,91,143,22.496566870903905,1.0,0.8846344789359832
GpIII,27.407250761563965,94,298,22.461736816732092,1.0,0.8195545409549986
Sphingomonas,22.44166707883036,37,32,22.441667078830367,0.4447167321607239,1.0000000000000002
unclassfied_f:Micrococcaceae,22.44166707883036,37,32,22.441667078830367,0.5746286104816374,1.0000000000000002
Ornithinimicrobium,24.163078039705994,90,120,22.405382197389056,0.8529411764705882,0.9272569562773169
Halogranum,28.4033655161575,95,207,22.365382069772373,1.0,0.7874201406537417
Allisonella,22.98638292460091,71,160,22.270464565351237,0.9142857142857143,0.9688546753267792
Microbispora,24.481412626191986,88,196,22.239141065142267,0.7619047619047619,0.9084092247744407
Pyrinomonas,24.804176587856347,104,300,22.199271181201432,0.005578800557880056,0.8949811779710427
Achromobacter,27.006724109156796,117,236,22.15176933974702,0.5361276196434157,0.8202316301011986
Lysobacter,32.599562813790726,95,141,22.14548566840925,0.3748908678191025,0.6793184864135956
Robiginitalea,25.055992583514303,100,273,22.050877534976106,0.9764705882352941,0.8800640190756033
Phocaeicola,22.366108378337294,65,133,22.049688178192056,1.0,0.9858526930660988
Methylomicrobium,23.279291732141324,81,186,22.035805511196955,0.8846153846153846,0.946584018308963
Sneathiella,24.53727348889639,79,174,21.8765995432157,0.9449081803005008,0.891566031291753
Halovivax,25.60850013857671,90,180,21.844551522834394,1.0,0.8530195600923814
Oxalicibacterium,28.077076740283367,90,192,21.831230016776722,0.614145810663765,0.7775464026657211
Brachyspira,23.326800588650634,78,169,21.826663463285858,1.0,0.9356904038484107
Aquitalea,24.355726943602942,97,321,21.805080867287206,0.7604166666666666,0.8952753049735735
unclassfied_f:Idiomarinaceae,22.488748492230126,86,235,21.791010766148418,1.0,0.9689739192768874
Microscilla,26.626666904704663,86,224,21.75472637786018,1.0,0.8170277735369251
Roseococcus,42.105056556947204,102,247,21.731474580487745,0.27049180327868855,0.5161250537948064
Methanohalobium,22.43161105301821,95,171,21.717874474927015,1.0,0.9681816621907253
Actinokineospora,29.3571663466931,116,205,21.69318779088459,0.9047619047619048,0.738940112090491
Gp12,23.928732379884046,97,290,21.689924829134238,0.7073643410852714,0.906438522726265
Umezawaea,24.912528003774053,102,403,21.67278884519107,1.0,0.8699554233078158
Camelimonas,23.13522311262236,74,74,21.607483693843342,0.7777777777777778,0.9339647855850806
Psychrobium,25.45465362793759,94,241,21.604801671512202,0.9662162162162162,0.8487564587325593
Desulfomonile,26.634054350512365,114,407,21.598505583492695,0.7974137931034483,0.8109357028130116
Cesiribacter,33.68770208714463,121,300,21.595354555156206,0.9414414414414415,0.6410456403138606
Acetonema,21.76409840596012,65,308,21.557632807038107,1.0,0.9905134779731803
Anaerostipes,38.91096298534448,115,217,21.552142927563487,0.7629958960328317,0.553883565813597
Microgenomates_genera_incertae_sedis,38.00014313990916,104,244,21.537309010264703,0.48487394957983193,0.5667691548152465
Arcanobacterium,23.296953541313613,76,168,21.531434233504715,0.7142857142857143,0.9242167305404109
Anaerofilum,25.972267110049575,91,171,21.509709819761806,0.43902439024390244,0.8281799093094553
Halapricum,22.115280725951497,98,174,21.488028153428708,1.0,0.9716371417439558
Bhargavaea,24.02391612310834,88,96,21.479917831068647,1.0,0.8941055954823015
unclassfied_o:Methanosarcinales,23.26062351911886,64,308,21.417870158256115,0.8190045248868778,0.9207779894916355
Aliiroseovarius,24.540008990675112,73,182,21.327557372801323,1.0,0.8690932990654372
Arachidicoccus,26.61092645908733,105,245,21.313781156207693,0.9151599443671766,0.8009409664476104
Thermomonospora,26.961140248530853,119,265,21.294886834485798,0.925,0.7898362843035239
Thalassomonas,23.21326025125665,81,229,21.294886834485798,1.0,0.9173587253144676
Phaeospirillum,25.873117814269364,143,393,21.225254940345014,1.0,0.8203593819929582
unclassfied_f:Sneathiellaceae,25.54628465379494,94,253,21.22108389422331,0.75,0.8306915929972964
Planotetraspora,22.221937541953892,68,307,21.210631858659557,0.9642857142857143,0.9544906612492704
Puniceibacterium,26.99143421839983,104,289,21.143267710631136,0.8,0.7833325024358264
Ochrobactrum,34.44581918677444,117,231,21.131684820455398,0.32986767485822305,0.613476042066927
Ralstonia,37.23779731089036,123,276,21.12696536025491,0.408207343412527,0.5673527137996488
Thiohalorhabdus,22.008570649155107,80,129,21.120149957702377,0.9826086956521739,0.9596329672828238
Pseudofulvimonas,24.566921472288215,92,409,21.095786807994443,1.0,0.8587069744082809
Spiroplasma,23.233630334449288,89,329,21.08300562195688,0.044642857142857144,0.9074348398621285
Kitasatospora,21.664412020095277,80,349,21.083005621956875,1.0,0.9731630658796968
Desulfovirga,22.575573100690253,60,291,20.99943245576209,0.9318181818181818,0.9301838036226876
Niabella,27.726143016383702,102,378,20.93048390142251,0.9159240604416893,0.7549006686236323
unclassfied_f:Erythrobacteraceae,26.45728740317135,115,330,20.919614102142678,0.6964980544747081,0.790693837329488
Trichococcus,30.627486844166533,142,299,20.917362466090314,0.4713804713804714,0.6829604587708554
unclassfied_f:Cryptosporangiaceae,23.222706772308523,82,347,20.916841882710663,0.9852941176470589,0.9007064545831736
Avibacterium,22.769767530095663,78,103,20.89292401772779,0.875,0.9175730050872422
Virgisporangium,31.64907449673731,93,328,20.852316613803588,0.7243589743589743,0.6588602335260465
Desulfosporosinus,23.35508565012337,94,215,20.841820435196396,0.707250341997264,0.8923889531994202
